"","lake","year_loess","depth","ast_formosa","aul_ambigua","sta_venter","tab_flocculosa","pse_elliptica","nav_cryptocephala","nit_perminuta","pin_subanglica","pse_brevistriata","sel_auldrekie","fra_crotonensis","sta_construens","aul_granulata","aul_subarctica","lin_intermedia","tab_fenestrata","ach_minutissimum","fra_mesolepta","sel_nigri","sta_pinnata","sel_saugerresii","dis_pseudostelligera","aul_tenella","pse_brevistriata_inflata","lin_comta","pse_robusta","sed_a","sed_b","sed_c","myxo","allo","diato","lutein","cantha","echine","phaeo_b","pheo_a","b_car"
"230","smoke",1896.5259477088,24,0,45.5,24.5,1.5,0,0,0,0,0.25,0,6.25,1.25,0.75,0,0,0,0.25,0,0.5,8.25,0,0.75,0.25,1.5,0,0,0,1.46864922525894,0,4.24006217952969,9.11009212339812,12.1484657218914,11.8001239173666,4.60654469762296,1.80599397322236,17.4504990371952,19.9319495427363,6.56233218601689
"231","smoke",1890.88803085062,25,0,45.5,24.5,1.5,0,0,0,0,0.25,0,6.25,1.25,0.75,0,0,0,0.25,0,0.5,8.25,0,0.75,0.25,1.5,0,0,0,1.46864922525894,0,4.24006217952969,9.11009212339812,12.1484657218914,11.8001239173666,4.60654469762296,1.80599397322236,17.4504990371952,19.9319495427363,6.56233218601689
"232","smoke",1885.16810372517,26,0,48.5,25.25,1.25,0,0,0,0,0.5,0,3.75,1.5,0.75,0.5,0,0,0.5,0,0.25,9,0,0.75,0,0,0,0,0,1.60550826579826,0,4.22377515093707,11.0354291728035,14.7720302097547,14.9347716140736,5.44968848027951,2.31873601256492,21.6982609163682,24.0068878597227,7.65328950895369
"233","smoke",1879.35980410988,27,0,48.5,25.25,1.25,0,0,0,0,0.5,0,3.75,1.5,0.75,0.5,0,0,0.5,0,0.25,9,0,0.75,0,0,0,0,0,1.60550826579826,0,4.22377515093707,11.0354291728035,14.7720302097547,14.9347716140736,5.44968848027951,2.31873601256492,21.6982609163682,24.0068878597227,7.65328950895369
"234","smoke",1873.07027715342,28,0,48.5,25.25,1.25,0,0,0,0,0.5,0,3.75,1.5,0.75,0.5,0,0,0.5,0,0.25,9,0,0.75,0,0,0,0,0,1.60550826579826,0,4.22377515093707,11.0354291728035,14.7720302097547,14.9347716140736,5.44968848027951,2.31873601256492,21.6982609163682,24.0068878597227,7.65328950895369
"235","smoke",1866.28456060977,29,0,48.5,25.25,1.25,0,0,0,0,0.5,0,3.75,1.5,0.75,0.5,0,0,0.5,0,0.25,9,0,0.75,0,0,0,0,0,1.60550826579826,0,4.22377515093707,11.0354291728035,14.7720302097547,14.9347716140736,5.44968848027951,2.31873601256492,21.6982609163682,24.0068878597227,7.65328950895369
"236","smoke",1859.2417823277,30,0,48.5,25.25,1.25,0,0,0,0,0.5,0,3.75,1.5,0.75,0.5,0,0,0.5,0,0.25,9,0,0.75,0,0,0,0,0,1.60550826579826,0,4.22377515093707,11.0354291728035,14.7720302097547,14.9347716140736,5.44968848027951,2.31873601256492,21.6982609163682,24.0068878597227,7.65328950895369
"237","smoke",1851.93022259811,31,0,48.5,25.25,1.25,0,0,0,0,0.5,0,3.75,1.5,0.75,0.5,0,0,0.5,0,0.25,9,0,0.75,0,0,0,0,0,1.60550826579826,0,4.22377515093707,11.0354291728035,14.7720302097547,14.9347716140736,5.44968848027951,2.31873601256492,21.6982609163682,24.0068878597227,7.65328950895369
"238","smoke",1844.33816171191,32,0,48.5,25.25,1.25,0,0,0,0,0.5,0,3.75,1.5,0.75,0.5,0,0,0.5,0,0.25,9,0,0.75,0,0,0,0,0,1.60550826579826,0,4.22377515093707,11.0354291728035,14.7720302097547,14.9347716140736,5.44968848027951,2.31873601256492,21.6982609163682,24.0068878597227,7.65328950895369
"239","smoke",1836.45387996,33,0,48.5,25.25,1.25,0,0,0,0,0.5,0,3.75,1.5,0.75,0.5,0,0,0.5,0,0.25,9,0,0.75,0,0,0,0,0,1.60550826579826,0,4.22377515093707,11.0354291728035,14.7720302097547,14.9347716140736,5.44968848027951,2.31873601256492,21.6982609163682,24.0068878597227,7.65328950895369
"240","smoke",1828.26565763326,34,0,48.5,25.25,1.25,0,0,0,0,0.5,0,3.75,1.5,0.75,0.5,0,0,0.5,0,0.25,9,0,0.75,0,0,0,0,0,1.60550826579826,0,4.22377515093707,11.0354291728035,14.7720302097547,14.9347716140736,5.44968848027951,2.31873601256492,21.6982609163682,24.0068878597227,7.65328950895369
"241","smoke",1819.76177502262,35,0,48.5,25.25,1.25,0,0,0,0,0.5,0,3.75,1.5,0.75,0.5,0,0,0.5,0,0.25,9,0,0.75,0,0,0,0,0,1.60550826579826,0,4.22377515093707,11.0354291728035,14.7720302097547,14.9347716140736,5.44968848027951,2.31873601256492,21.6982609163682,24.0068878597227,7.65328950895369
"242","smoke",1810.93051241896,36,0,48.5,25.25,1.25,0,0,0,0,0.5,0,3.75,1.5,0.75,0.5,0,0,0.5,0,0.25,9,0,0.75,0,0,0,0,0,1.60550826579826,0,4.22377515093707,11.0354291728035,14.7720302097547,14.9347716140736,5.44968848027951,2.31873601256492,21.6982609163682,24.0068878597227,7.65328950895369
"243","wtwin",2022.48325619693,2,5.75,18.5,3,4.5,35.5,0,4.5,1,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,11.968374268063,0,16.2667369504169,27.061417986976,31.7918362831235,31.516319288944,4.93042762921533,5.25435429491284,31.9546161966366,71.2883683943986,29.8862250105738
"244","wtwin",2021.17010014691,3,5.75,18.5,3,4.5,35.5,0,4.5,1,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,11.968374268063,0,16.2667369504169,27.061417986976,31.7918362831235,31.516319288944,4.93042762921533,5.25435429491284,31.9546161966366,71.2883683943986,29.8862250105738
"245","wtwin",2019.81691511738,4,5.75,18.5,3,4.5,35.5,0,4.5,1,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,11.968374268063,0,16.2667369504169,27.061417986976,31.7918362831235,31.516319288944,4.93042762921533,5.25435429491284,31.9546161966366,71.2883683943986,29.8862250105738
"246","wtwin",2018.42262026012,5,5.75,18.5,3,4.5,35.5,0,4.5,1,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,11.968374268063,0,16.2667369504169,27.061417986976,31.7918362831235,31.516319288944,4.93042762921533,5.25435429491284,31.9546161966366,71.2883683943986,29.8862250105738
"247","wtwin",2016.98613472693,6,5.75,18.5,3,4.5,35.5,0,4.5,1,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,11.968374268063,0,16.2667369504169,27.061417986976,31.7918362831235,31.516319288944,4.93042762921533,5.25435429491284,31.9546161966366,71.2883683943986,29.8862250105738
"248","wtwin",2015.50637766961,7,5.75,18.5,3,4.5,35.5,0,4.5,1,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,11.968374268063,0,16.2667369504169,27.061417986976,31.7918362831235,31.516319288944,4.93042762921533,5.25435429491284,31.9546161966366,71.2883683943986,29.8862250105738
"249","wtwin",2013.98226823995,8,5.75,18.5,3,4.5,35.5,0,4.5,1,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,11.968374268063,0,16.2667369504169,27.061417986976,31.7918362831235,31.516319288944,4.93042762921533,5.25435429491284,31.9546161966366,71.2883683943986,29.8862250105738
"250","wtwin",2012.41272558974,9,6.5,24.25,5.5,9.5,20,0,0,0,0,0.5,5.5,0.5,0,0,0,0,0,0,0,0,0,2,0,4.5,8.25,0,0,14.5665857168786,0,10.442466194282,28.5217012888576,35.2529034026982,34.9366009380269,8.02958637164562,5.71016581195136,37.73336697573,61.8544628379678,22.0383749778007
"251","wtwin",2010.79404152248,10,6.5,24.25,5.5,9.5,20,0,0,0,0,0.5,5.5,0.5,0,0,0,0,0,0,0,0,0,2,0,4.5,8.25,0,0,14.5665857168786,0,10.442466194282,28.5217012888576,35.2529034026982,34.9366009380269,8.02958637164562,5.71016581195136,37.73336697573,61.8544628379678,22.0383749778007
"252","wtwin",2009.12511862568,11,6.5,24.25,5.5,9.5,20,0,0,0,0,0.5,5.5,0.5,0,0,0,0,0,0,0,0,0,2,0,4.5,8.25,0,0,14.5665857168786,0,10.442466194282,28.5217012888576,35.2529034026982,34.9366009380269,8.02958637164562,5.71016581195136,37.73336697573,61.8544628379678,22.0383749778007
"253","wtwin",2007.40879222715,12,3,13.25,8,6,17,0,1,0,0,2,0.5,1,0,0.5,0,0,3.75,0,0,0,1.5,1,0,7.5,6.5,5.5,0,9.26864541473841,0,13.0087786362813,23.2328127480331,30.2446166398993,26.6499454984079,4.00787940029919,4.52426674617193,27.7475015934726,71.6111257024448,30.183956357991
"254","wtwin",2005.64789765471,13,3,13.25,8,6,17,0,1,0,0,2,0.5,1,0,0.5,0,0,3.75,0,0,0,1.5,1,0,7.5,6.5,5.5,0,9.26864541473841,0,13.0087786362813,23.2328127480331,30.2446166398993,26.6499454984079,4.00787940029919,4.52426674617193,27.7475015934726,71.6111257024448,30.183956357991
"255","wtwin",2003.84527023618,14,3,13.25,8,6,17,0,1,0,0,2,0.5,1,0,0.5,0,0,3.75,0,0,0,1.5,1,0,7.5,6.5,5.5,0,10.0214540650061,0,17.8095613201142,33.6038221994222,35.6304246966874,33.2983834916203,7.35803077074457,4.93350245128218,22.3038464095237,53.9218312721311,21.0319381099411
"256","wtwin",2002.00374529938,15,4.5,19.5,7.25,2.5,18,0,2,0,0,1.5,3.5,1.25,0,2.25,0,0,2.25,0,0,0,0.75,0.75,0,0.75,7.75,4.25,0,10.0214540650061,0,17.8095613201142,33.6038221994222,35.6304246966874,33.2983834916203,7.35803077074457,4.93350245128218,22.3038464095237,53.9218312721311,21.0319381099411
"257","wtwin",2000.12615817213,16,4.5,19.5,7.25,2.5,18,0,2,0,0,1.5,3.5,1.25,0,2.25,0,0,2.25,0,0,0,0.75,0.75,0,0.75,7.75,4.25,0,6.3127227729745,0,12.8771360312851,27.961314124389,33.2518000246601,28.9296382624525,6.51180525192496,4.5744461130499,24.1003648965612,52.7175893663531,23.6683088032576
"258","wtwin",1998.21534418225,17,3.5,19.25,7.75,5,15.75,0,0.75,1,0,1.5,1.5,1,0,2.25,0,0,0,0,0,0,0.75,1.75,0,4.25,8.75,4.5,0,6.3127227729745,0,12.8771360312851,27.961314124389,33.2518000246601,28.9296382624525,6.51180525192496,4.5744461130499,24.1003648965612,52.7175893663531,23.6683088032576
"259","wtwin",1996.27413865755,18,3.5,19.25,7.75,5,15.75,0,0.75,1,0,1.5,1.5,1,0,2.25,0,0,0,0,0,0,0.75,1.75,0,4.25,8.75,4.5,0,5.07609569313309,0,17.1175986074087,27.6396435441113,30.6984393572297,28.1222969192669,4.38099576237315,4.64237235940647,52.3398226015459,52.9084750186263,15.9791370069409
"260","wtwin",1994.30537692585,19,2,16.5,6.75,11.5,20.25,0,1.75,0.75,0,1,0.75,0.25,0,2.25,0,0,2.5,0,0,0,1,0.5,0,2.75,6.75,5.25,0,5.07609569313309,0,17.1175986074087,27.6396435441113,30.6984393572297,28.1222969192669,4.38099576237315,4.64237235940647,52.3398226015459,52.9084750186263,15.9791370069409
"261","wtwin",1992.27133118634,20,2,16.5,6.75,11.5,20.25,0,1.75,0.75,0,1,0.75,0.25,0,2.25,0,0,2.5,0,0,0,1,0.5,0,2.75,6.75,5.25,0,3.76786896643707,0,14.2987072510918,23.1382583614047,29.8199725657147,27.1940333767643,4.75187874542072,4.35572744655993,44.8870999808244,61.1823668464842,30.0899456609618
"262","wtwin",1990.14379554302,21,3.25,18.75,8.75,9,15.25,0,0,0.75,0,2,2,1.25,0,1,0,0,4.25,0,0,0,1,0.5,0,5.75,6.25,4.25,0,3.76786896643707,0,14.2987072510918,23.1382583614047,29.8199725657147,27.1940333767643,4.75187874542072,4.35572744655993,44.8870999808244,61.1823668464842,30.0899456609618
"263","wtwin",1987.93988818097,22,3.25,18.75,8.75,9,15.25,0,0,0.75,0,2,2,1.25,0,1,0,0,4.25,0,0,0,1,0.5,0,5.75,6.25,4.25,0,2.15433339970304,0,16.4995908858011,17.8846911475226,24.1552410582115,21.6072256951474,3.90404035549485,4.80957096124745,22.230824815266,56.8051882446147,19.2400666929947
"264","wtwin",1985.67672728523,23,0.75,20.25,7.75,11.25,16.5,0,0,0.75,0,1.25,0,0.75,0,1.5,0,0,2,0,0,0,0,0.75,0,5.25,6.5,3.75,0,2.15433339970304,0,16.4995908858011,17.8846911475226,24.1552410582115,21.6072256951474,3.90404035549485,4.80957096124745,22.230824815266,56.8051882446147,19.2400666929947
"265","wtwin",1983.37143104087,24,0.75,20.25,7.75,11.25,16.5,0,0,0.75,0,1.25,0,0.75,0,1.5,0,0,2,0,0,0,0,0.75,0,5.25,6.5,3.75,0,0.637884674015911,0,14.7185756721493,22.280332130029,31.48862228353,28.0014494122472,4.81095126373707,4.80336828969298,42.3411708134494,73.9322975189421,29.3656003555453
"266","wtwin",1981.04111763295,25,1.25,19.75,7,8.75,19,0,0,0,0,2.25,0,0.75,0,1.5,0,0,3.5,0,0,0,0.5,1.5,0,3,7.75,4,0,0.637884674015911,0,14.7185756721493,22.280332130029,31.48862228353,28.0014494122472,4.81095126373707,4.80336828969298,42.3411708134494,73.9322975189421,29.3656003555453
"267","wtwin",1978.70290524653,26,1.25,19.75,7,8.75,19,0,0,0,0,2.25,0,0.75,0,1.5,0,0,3.5,0,0,0,0.5,1.5,0,3,7.75,4,0,2.73774701518549,0,15.2385839742324,22.6005921101717,26.593919915705,26.9199486298297,4.92600600052936,4.18556059935934,9.29020233631016,41.8962958497408,6.77188768135934
"268","wtwin",1976.37391206667,27,0,18.75,6.5,10,20.75,0,1.75,0.5,0,2.25,0,0.25,0,2.25,0,0,1.5,0,0,0,0.75,0.5,0,3.75,8.25,3.75,0,2.73774701518549,0,15.2385839742324,22.6005921101717,26.593919915705,26.9199486298297,4.92600600052936,4.18556059935934,9.29020233631016,41.8962958497408,6.77188768135934
"269","wtwin",1974.07125627844,28,0,18.75,6.5,10,20.75,0,1.75,0.5,0,2.25,0,0.25,0,2.25,0,0,1.5,0,0,0,0.75,0.5,0,3.75,8.25,3.75,0,0,0,16.6030209778085,20.2570024117101,25.7146115243747,24.6471786034754,4.44468139234756,4.49337514992539,38.830021149531,67.1228446624925,20.5870045895388
"270","wtwin",1971.81205606689,29,0,21,7.5,3.25,21.25,0,1.75,0.25,0,2,0,0.75,0,0.5,0,0,1.25,0,0,0,1,2.5,0,3.75,8,5.25,0,0,0,16.6030209778085,20.2570024117101,25.7146115243747,24.6471786034754,4.44468139234756,4.49337514992539,38.830021149531,67.1228446624925,20.5870045895388
"271","wtwin",1969.54759493691,30,0,21,7.5,3.25,21.25,0,1.75,0.25,0,2,0,0.75,0,0.5,0,0,1.25,0,0,0,1,2.5,0,3.75,8,5.25,0,0,0,16.6030209778085,20.2570024117101,25.7146115243747,24.6471786034754,4.44468139234756,4.49337514992539,38.830021149531,67.1228446624925,20.5870045895388
"272","wtwin",1967.23239633932,31,0,21,7.5,3.25,21.25,0,1.75,0.25,0,2,0,0.75,0,0.5,0,0,1.25,0,0,0,1,2.5,0,3.75,8,5.25,0,0,0,16.6030209778085,20.2570024117101,25.7146115243747,24.6471786034754,4.44468139234756,4.49337514992539,38.830021149531,67.1228446624925,20.5870045895388
"273","wtwin",1964.88843837813,32,0,21,7.5,3.25,21.25,0,1.75,0.25,0,2,0,0.75,0,0.5,0,0,1.25,0,0,0,1,2.5,0,3.75,8,5.25,0,0,0,16.6030209778085,20.2570024117101,25.7146115243747,24.6471786034754,4.44468139234756,4.49337514992539,38.830021149531,67.1228446624925,20.5870045895388
"274","wtwin",1962.53769915732,33,0,21,7.5,3.25,21.25,0,1.75,0.25,0,2,0,0.75,0,0.5,0,0,1.25,0,0,0,1,2.5,0,3.75,8,5.25,0,0,0,16.6030209778085,20.2570024117101,25.7146115243747,24.6471786034754,4.44468139234756,4.49337514992539,38.830021149531,67.1228446624925,20.5870045895388
"275","wtwin",1960.2021567809,34,0,21,7.5,3.25,21.25,0,1.75,0.25,0,2,0,0.75,0,0.5,0,0,1.25,0,0,0,1,2.5,0,3.75,8,5.25,0,0,0,16.6030209778085,20.2570024117101,25.7146115243747,24.6471786034754,4.44468139234756,4.49337514992539,38.830021149531,67.1228446624925,20.5870045895388
"276","wtwin",1957.90378935284,35,0,24.25,8.5,5.5,17.25,0,1.25,0.25,0,0.75,0,0.75,0,0.5,0,0,2.75,0,0,0,0.25,1.25,0,3.25,8.25,3.75,0,0,0,16.6030209778085,20.2570024117101,25.7146115243747,24.6471786034754,4.44468139234756,4.49337514992539,38.830021149531,67.1228446624925,20.5870045895388
"277","wtwin",1955.66457497716,36,0,24.25,8.5,5.5,17.25,0,1.25,0.25,0,0.75,0,0.75,0,0.5,0,0,2.75,0,0,0,0.25,1.25,0,3.25,8.25,3.75,0,2.59470633165156,0,11.0448909678742,27.4337777922045,36.5944935649003,39.9890076398737,5.29616347912987,6.82007504073219,47.9724985262833,55.9939815492834,27.105860749203
"278","wtwin",1953.50649175783,37,0,24.25,8.5,5.5,17.25,0,1.25,0.25,0,0.75,0,0.75,0,0.5,0,0,2.75,0,0,0,0.25,1.25,0,3.25,8.25,3.75,0,2.59470633165156,0,11.0448909678742,27.4337777922045,36.5944935649003,39.9890076398737,5.29616347912987,6.82007504073219,47.9724985262833,55.9939815492834,27.105860749203
"279","wtwin",1951.40289613497,38,0,24.25,8.5,5.5,17.25,0,1.25,0.25,0,0.75,0,0.75,0,0.5,0,0,2.75,0,0,0,0.25,1.25,0,3.25,8.25,3.75,0,2.59470633165156,0,11.0448909678742,27.4337777922045,36.5944935649003,39.9890076398737,5.29616347912987,6.82007504073219,47.9724985262833,55.9939815492834,27.105860749203
"280","wtwin",1949.3155315643,39,0,24.25,8.5,5.5,17.25,0,1.25,0.25,0,0.75,0,0.75,0,0.5,0,0,2.75,0,0,0,0.25,1.25,0,3.25,8.25,3.75,0,2.59470633165156,0,11.0448909678742,27.4337777922045,36.5944935649003,39.9890076398737,5.29616347912987,6.82007504073219,47.9724985262833,55.9939815492834,27.105860749203
"281","wtwin",1947.24895667323,40,0,25.25,7.75,2.5,15.75,0,1.75,0,0,0.75,0,1.25,0,1.25,0,0,1.75,0,0,0,0.25,1.25,0,5,8,4.75,0,0,0,14.7538928332727,21.6558190740806,39.2031589901052,34.9479713988683,4.19922602977313,5.05519121564014,25.6865773712513,45.7063174412932,20.2445574358756
"282","wtwin",1945.20773008916,41,0,25.25,7.75,2.5,15.75,0,1.75,0,0,0.75,0,1.25,0,1.25,0,0,1.75,0,0,0,0.25,1.25,0,5,8,4.75,0,0,0,14.7538928332727,21.6558190740806,39.2031589901052,34.9479713988683,4.19922602977313,5.05519121564014,25.6865773712513,45.7063174412932,20.2445574358756
"283","wtwin",1943.19641043948,42,0,25.25,7.75,2.5,15.75,0,1.75,0,0,0.75,0,1.25,0,1.25,0,0,1.75,0,0,0,0.25,1.25,0,5,8,4.75,0,0,0,14.7538928332727,21.6558190740806,39.2031589901052,34.9479713988683,4.19922602977313,5.05519121564014,25.6865773712513,45.7063174412932,20.2445574358756
"284","wtwin",1941.21955635162,43,0,25.25,7.75,2.5,15.75,0,1.75,0,0,0.75,0,1.25,0,1.25,0,0,1.75,0,0,0,0.25,1.25,0,5,8,4.75,0,0,0,14.7538928332727,21.6558190740806,39.2031589901052,34.9479713988683,4.19922602977313,5.05519121564014,25.6865773712513,45.7063174412932,20.2445574358756
"285","wtwin",1939.28172645296,44,0,23.5,7.5,7.5,15.75,0,1,0,0,0.75,0,0.25,0,1,0,0,0.5,0,0,0,1,1.5,0,5,7,5.5,0,0,0,18.519441808595,22.5552622957929,42.3817395899475,31.2044429856756,4.24442735303947,5.03939946212416,16.4810117812547,63.9571810686323,35.7093529182223
"286","wtwin",1937.38747937092,45,0,23.5,7.5,7.5,15.75,0,1,0,0,0.75,0,0.25,0,1,0,0,0.5,0,0,0,1,1.5,0,5,7,5.5,0,0,0,18.519441808595,22.5552622957929,42.3817395899475,31.2044429856756,4.24442735303947,5.03939946212416,16.4810117812547,63.9571810686323,35.7093529182223
"287","wtwin",1935.55719822809,46,0,23.5,7.5,7.5,15.75,0,1,0,0,0.75,0,0.25,0,1,0,0,0.5,0,0,0,1,1.5,0,5,7,5.5,0,0,0,18.519441808595,22.5552622957929,42.3817395899475,31.2044429856756,4.24442735303947,5.03939946212416,16.4810117812547,63.9571810686323,35.7093529182223
"288","wtwin",1933.79502520982,47,0,23.5,7.5,7.5,15.75,0,1,0,0,0.75,0,0.25,0,1,0,0,0.5,0,0,0,1,1.5,0,5,7,5.5,0,0,0,18.519441808595,22.5552622957929,42.3817395899475,31.2044429856756,4.24442735303947,5.03939946212416,16.4810117812547,63.9571810686323,35.7093529182223
"289","wtwin",1932.08115753767,48,0,20,6.5,14.25,13.5,0,1.5,1,0,0.75,0,0.25,0,1.75,0,0,0.5,0,0,0,0.25,0.75,0,3.5,8.5,3.75,0,0,0,18.519441808595,22.5552622957929,42.3817395899475,31.2044429856756,4.24442735303947,5.03939946212416,16.4810117812547,63.9571810686323,35.7093529182223
"290","wtwin",1930.3957924332,49,0,20,6.5,14.25,13.5,0,1.5,1,0,0.75,0,0.25,0,1.75,0,0,0.5,0,0,0,0.25,0.75,0,3.5,8.5,3.75,0,0,0,18.519441808595,22.5552622957929,42.3817395899475,31.2044429856756,4.24442735303947,5.03939946212416,16.4810117812547,63.9571810686323,35.7093529182223
"291","wtwin",1928.71912711797,50,0,20,6.5,14.25,13.5,0,1.5,1,0,0.75,0,0.25,0,1.75,0,0,0.5,0,0,0,0.25,0.75,0,3.5,8.5,3.75,0,0,0,18.519441808595,22.5552622957929,42.3817395899475,31.2044429856756,4.24442735303947,5.03939946212416,16.4810117812547,63.9571810686323,35.7093529182223
"292","wtwin",1927.03135881352,51,0,20,6.5,14.25,13.5,0,1.5,1,0,0.75,0,0.25,0,1.75,0,0,0.5,0,0,0,0.25,0.75,0,3.5,8.5,3.75,0,0,0,18.519441808595,22.5552622957929,42.3817395899475,31.2044429856756,4.24442735303947,5.03939946212416,16.4810117812547,63.9571810686323,35.7093529182223
"293","wtwin",1925.31268474142,52,0,20,6.5,14.25,13.5,0,1.5,1,0,0.75,0,0.25,0,1.75,0,0,0.5,0,0,0,0.25,0.75,0,3.5,8.5,3.75,0,0,0,18.519441808595,22.5552622957929,42.3817395899475,31.2044429856756,4.24442735303947,5.03939946212416,16.4810117812547,63.9571810686323,35.7093529182223
"294","wtwin",1923.57756544846,53,0,20,6.5,14.25,13.5,0,1.5,1,0,0.75,0,0.25,0,1.75,0,0,0.5,0,0,0,0.25,0.75,0,3.5,8.5,3.75,0,0,0,18.519441808595,22.5552622957929,42.3817395899475,31.2044429856756,4.24442735303947,5.03939946212416,16.4810117812547,63.9571810686323,35.7093529182223
"295","wtwin",1921.85175285169,54,0,20,6.5,14.25,13.5,0,1.5,1,0,0.75,0,0.25,0,1.75,0,0,0.5,0,0,0,0.25,0.75,0,3.5,8.5,3.75,0,0,0,18.519441808595,22.5552622957929,42.3817395899475,31.2044429856756,4.24442735303947,5.03939946212416,16.4810117812547,63.9571810686323,35.7093529182223
"296","wtwin",1920.13238122807,55,0,20,6.5,14.25,13.5,0,1.5,1,0,0.75,0,0.25,0,1.75,0,0,0.5,0,0,0,0.25,0.75,0,3.5,8.5,3.75,0,0,0,18.519441808595,22.5552622957929,42.3817395899475,31.2044429856756,4.24442735303947,5.03939946212416,16.4810117812547,63.9571810686323,35.7093529182223
"297","wtwin",1918.41658485454,56,0,20,6.5,14.25,13.5,0,1.5,1,0,0.75,0,0.25,0,1.75,0,0,0.5,0,0,0,0.25,0.75,0,3.5,8.5,3.75,0,0,0,18.519441808595,22.5552622957929,42.3817395899475,31.2044429856756,4.24442735303947,5.03939946212416,16.4810117812547,63.9571810686323,35.7093529182223
"298","wtwin",1916.70149800805,57,0,20,6.5,14.25,13.5,0,1.5,1,0,0.75,0,0.25,0,1.75,0,0,0.5,0,0,0,0.25,0.75,0,3.5,8.5,3.75,0,0,0,18.519441808595,22.5552622957929,42.3817395899475,31.2044429856756,4.24442735303947,5.03939946212416,16.4810117812547,63.9571810686323,35.7093529182223
"299","wtwin",1914.98425496553,58,0,20,6.5,14.25,13.5,0,1.5,1,0,0.75,0,0.25,0,1.75,0,0,0.5,0,0,0,0.25,0.75,0,3.5,8.5,3.75,0,0,0,18.519441808595,22.5552622957929,42.3817395899475,31.2044429856756,4.24442735303947,5.03939946212416,16.4810117812547,63.9571810686323,35.7093529182223
"300","wtwin",1913.26199000394,59,0,20,6.5,14.25,13.5,0,1.5,1,0,0.75,0,0.25,0,1.75,0,0,0.5,0,0,0,0.25,0.75,0,3.5,8.5,3.75,0,0,0,18.519441808595,22.5552622957929,42.3817395899475,31.2044429856756,4.24442735303947,5.03939946212416,16.4810117812547,63.9571810686323,35.7093529182223
"301","wtwin",1911.53183740022,60,0,20,6.5,14.25,13.5,0,1.5,1,0,0.75,0,0.25,0,1.75,0,0,0.5,0,0,0,0.25,0.75,0,3.5,8.5,3.75,0,0,0,18.519441808595,22.5552622957929,42.3817395899475,31.2044429856756,4.24442735303947,5.03939946212416,16.4810117812547,63.9571810686323,35.7093529182223
"302","wtwin",1909.79093143132,61,0,20,6.5,14.25,13.5,0,1.5,1,0,0.75,0,0.25,0,1.75,0,0,0.5,0,0,0,0.25,0.75,0,3.5,8.5,3.75,0,0,0,18.519441808595,22.5552622957929,42.3817395899475,31.2044429856756,4.24442735303947,5.03939946212416,16.4810117812547,63.9571810686323,35.7093529182223
"303","wtwin",1908.03640637418,62,0,20,6.5,14.25,13.5,0,1.5,1,0,0.75,0,0.25,0,1.75,0,0,0.5,0,0,0,0.25,0.75,0,3.5,8.5,3.75,0,0,0,18.519441808595,22.5552622957929,42.3817395899475,31.2044429856756,4.24442735303947,5.03939946212416,16.4810117812547,63.9571810686323,35.7093529182223
"304","wtwin",1906.26539650575,63,0,20,6.5,14.25,13.5,0,1.5,1,0,0.75,0,0.25,0,1.75,0,0,0.5,0,0,0,0.25,0.75,0,3.5,8.5,3.75,0,0,0,18.519441808595,22.5552622957929,42.3817395899475,31.2044429856756,4.24442735303947,5.03939946212416,16.4810117812547,63.9571810686323,35.7093529182223
"305","wtwin",1904.47503610297,64,0,20,6.5,14.25,13.5,0,1.5,1,0,0.75,0,0.25,0,1.75,0,0,0.5,0,0,0,0.25,0.75,0,3.5,8.5,3.75,0,0,0,18.519441808595,22.5552622957929,42.3817395899475,31.2044429856756,4.24442735303947,5.03939946212416,16.4810117812547,63.9571810686323,35.7093529182223
"306","wtwin",1902.66245944279,65,0,20,6.5,14.25,13.5,0,1.5,1,0,0.75,0,0.25,0,1.75,0,0,0.5,0,0,0,0.25,0.75,0,3.5,8.5,3.75,0,0,0,18.519441808595,22.5552622957929,42.3817395899475,31.2044429856756,4.24442735303947,5.03939946212416,16.4810117812547,63.9571810686323,35.7093529182223
"307","wtwin",1900.82480080215,66,0,20,6.5,14.25,13.5,0,1.5,1,0,0.75,0,0.25,0,1.75,0,0,0.5,0,0,0,0.25,0.75,0,3.5,8.5,3.75,0,0,0,18.519441808595,22.5552622957929,42.3817395899475,31.2044429856756,4.24442735303947,5.03939946212416,16.4810117812547,63.9571810686323,35.7093529182223
"308","wtwin",1898.95919445801,67,0,20,6.5,14.25,13.5,0,1.5,1,0,0.75,0,0.25,0,1.75,0,0,0.5,0,0,0,0.25,0.75,0,3.5,8.5,3.75,0,0,0,18.519441808595,22.5552622957929,42.3817395899475,31.2044429856756,4.24442735303947,5.03939946212416,16.4810117812547,63.9571810686323,35.7093529182223
